"source_group","source_path","line","timestamp_utc","token","classification","exclude_reason","confidence","address_candidates","symbol_hints"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","92",,"0x65BAD0","new-candidate",,"medium","65BAD0;25BAD0;A5BAD0","__addr_FUN_00a5bad0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","263",,"0xD2CD4E","new-candidate",,"medium","D2CD4E;92CD4E;112CD4E",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1943",,"0x001467942","new-candidate",,"medium","1467942;1067942;1867942",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","168",,"0xF26B14","new-candidate",,"medium","F26B14;B26B14;1326B14",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","663",,"FUN_00A48E40","new-candidate",,"medium","A48E40;648E40;E48E40","FhUtil;FUN_00a48e40;__addr_FUN_00a48e40;FUN_00A48E40"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3166",,"0xD30840","new-candidate",,"medium","D30840;930840;1130840",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","890",,"0x16860EC","new-candidate",,"medium","16860EC;12860EC;1A860EC","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","143",,"0x4B70E0","new-candidate",,"medium","4B70E0;B70E0;8B70E0","__addr_FUN_008b70e0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","916",,"0xD323DC","new-candidate",,"medium","D323DC;9323DC;11323DC",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","244",,"0x239140","new-candidate",,"medium","239140;639140","__addr_graphicAbmapCreate"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","283",,"0x1F10F84","new-candidate",,"medium","1F10F84;1B10F84;2310F84",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","855",,"0x01441BF4","new-candidate",,"medium","1441BF4;1041BF4;1841BF4","FhUtil"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3859",,"0x014676D2","new-candidate",,"medium","14676D2;10676D2;18676D2",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","5088",,"0xD35F08","new-candidate",,"medium","D35F08;935F08;1135F08",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2509",,"0x01140040","new-candidate",,"medium","1140040;D40040;1540040",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2435",,"0x00D80048","new-candidate",,"medium","D80048;980048;1180048",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","665",,"FUN_00A5A2E0","new-candidate",,"medium","A5A2E0;65A2E0;E5A2E0","FhUtil;FUN_00a5a2e0;__addr_FUN_00a5a2e0;FUN_00A5A2E0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3028",,"0x014663B0","new-candidate",,"medium","14663B0;10663B0;18663B0",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1831",,"0x0012BEB88","new-candidate",,"medium","12BEB88;EBEB88;16BEB88",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","98",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","674",,"FUN_00A474D0","new-candidate",,"medium","A474D0;6474D0;E474D0","FhUtil;FUN_00a474d0;__addr_FUN_00a474d0;FUN_00A474D0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","819",,"0x008A86B8","new-candidate",,"medium","8A86B8;4A86B8;CA86B8",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","877",,"0x00D323F8","new-candidate",,"medium","D323F8;9323F8;11323F8",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","113",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","524",,"FUN_00A56160","new-candidate",,"medium","A56160;656160;E56160","FUN_00a56160;FUN_00A56160"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4080",,"0x00F3CAF1","new-candidate",,"medium","F3CAF1;B3CAF1;133CAF1",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2005",,"0x80FFFFFF","new-candidate",,"medium","80FFFFFF;80BFFFFF;813FFFFF",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","579",,"FUN_00A5B980","new-candidate",,"medium","A5B980;65B980;E5B980","FUN_00a5b980;FUN_00A5B980"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","586",,"0x65BB70","new-candidate",,"medium","65BB70;25BB70;A5BB70","__addr_FUN_00a5bb70"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","332",,"0x648C20","new-candidate",,"medium","648C20;248C20;A48C20","__addr_FUN_00a48c20"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","111",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","671",,"FUN_00A49270","new-candidate",,"medium","A49270;649270;E49270","FhUtil;FUN_00a49270;__addr_FUN_00a49270;FUN_00A49270"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4016",,"0x01440B68","new-candidate",,"medium","1440B68;1040B68;1840B68",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","384",,"FUN_00A47440","new-candidate",,"medium","A47440;647440;E47440","FUN_00a47440;__addr_FUN_00a47440;FUN_00A47440"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","65",,"0xF270B8","new-candidate",,"medium","F270B8;B270B8;13270B8",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","23",,"0xD381AC","new-candidate",,"medium","D381AC;9381AC;11381AC",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","417",,"FUN_008B9E60","new-candidate",,"medium","8B9E60;4B9E60;CB9E60","FUN_008b9e60;FUN_008B9E60"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4096",,"0x0085A454","new-candidate",,"medium","85A454;45A454;C5A454",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","214",,"0xD322CC","new-candidate",,"medium","D322CC;9322CC;11322CC",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4978",,"0xD35EE0","new-candidate",,"medium","D35EE0;935EE0;1135EE0",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/Transitions.cs","105",,"0x40080000","new-candidate",,"medium","40080000;3FC80000;40480000",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","45",,"0xF25D54","new-candidate",,"medium","F25D54;B25D54;1325D54",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ATBFillHandlerVanilla-2cf81b2c908c1473.cs","72",,"0x636400","new-candidate",,"medium","636400;236400;A36400",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","269",,"0xD2CE4E","new-candidate",,"medium","D2CE4E;92CE4E;112CE4E",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ChrAtbSpeedHandlerVanilla-29e4b42f4e7bb39c.cs","34",,"0x634A20","new-candidate",,"medium","634A20;234A20;A34A20",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","849",,"0x12C1830","new-candidate",,"medium","12C1830;EC1830;16C1830","FhUtil"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/Transitions.cs","108",,"0x40080000","new-candidate",,"medium","40080000;3FC80000;40480000",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","343",,"FUN_00A59860","new-candidate",,"medium","A59860;659860;E59860","FUN_00a59860;__addr_FUN_00a59860;FUN_00A59860"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","684",,"FUN_00A68140","new-candidate",,"medium","A68140;668140;E68140","FhUtil;FUN_00a68140;__addr_FUN_00a68140;FUN_00A68140"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","147",,"FUN_008E8FB0","new-candidate",,"medium","8E8FB0;4E8FB0;CE8FB0","FUN_008e8fb0;FUN_008E8FB0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3041",,"0x014765DA","new-candidate",,"medium","14765DA;10765DA;18765DA",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2141",,"0x64F9E0","new-candidate",,"medium","64F9E0;24F9E0;A4F9E0","FhUtil;FUN_00a4f9e0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","101",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","90",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","138",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","237",,"FUN_00A459E0","new-candidate",,"medium","A459E0;6459E0;E459E0","FUN_00a459e0;FUN_00A459E0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","736",,"0x88659C","new-candidate",,"medium","88659C;48659C;C8659C","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2043",,"0x00CD0030","new-candidate",,"medium","CD0030;8D0030;10D0030",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4011",,"0x014408E8","new-candidate",,"medium","14408E8;10408E8;18408E8",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","801",,"0x0084DED0","new-candidate",,"medium","84DED0;44DED0;C4DED0",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","397",,"FUN_00A5B400","new-candidate",,"medium","A5B400;65B400;E5B400","FUN_00a5b400;FUN_00A5B400"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ATBFillHandlerVanilla-2cf81b2c908c1473.cs","76",,"0x636360","new-candidate",,"medium","636360;236360;A36360",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","1940",,"0x80404040","new-candidate",,"medium","80404040;80004040;80804040",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","32",,"0xF25B63","new-candidate",,"medium","F25B63;B25B63;1325B63",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","105",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","266",,"0xD2CD09","new-candidate",,"medium","D2CD09;92CD09;112CD09",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","602",,"0x4BDDC0","new-candidate",,"medium","4BDDC0;BDDC0;8BDDC0","__addr_FUN_008bddc0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","734",,"0x886660","new-candidate",,"medium","886660;486660;C86660","FhUtil"
"discord-compact",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/19 - mod-ideas (1328698280300908564)/0 - Truly integrated playable Seymour (1334692591517696040).json",,,"FUN_0086DD40","new-candidate",,"medium","86DD40;46DD40;C6DD40","FUN_0086dd40;FUN_0086DD40"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","3232",,"FUN_00A44EF0","new-candidate",,"medium","A44EF0;644EF0;E44EF0","FhUtil;FUN_00a44ef0;FUN_00A44EF0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","950",,"0x00D307E9","new-candidate",,"medium","D307E9;9307E9;11307E9",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","212",,"0xD322C8","new-candidate",,"medium","D322C8;9322C8;11322C8",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","244",,"0xD2CE7E","new-candidate",,"medium","D2CE7E;92CE7E;112CE7E",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","559",,"FUN_00A5A4B0","new-candidate",,"medium","A5A4B0;65A4B0;E5A4B0","FhMethodHandle;FUN_00a5a4b0;FUN_00A5A4B0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","205",,"0xD321AC","new-candidate",,"medium","D321AC;9321AC;11321AC",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","777",,"0xC28E0000","new-candidate",,"medium","C28E0000;C24E0000;C2CE0000",""
"rg-scan",".workspace/research/FFX_TAS_Python/tracker/ffx_rng_tracker/data/seeds.py","64",,"0x100000000","new-candidate",,"medium","100000000;FFC00000;100400000",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","978",,"0x00D307EA","new-candidate",,"medium","D307EA;9307EA;11307EA",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2716",,"0xF270B8","new-candidate",,"medium","F270B8;B270B8;13270B8",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","260",,"0xD2CE81","new-candidate",,"medium","D2CE81;92CE81;112CE81",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","5243",,"0xD30C9C","new-candidate",,"medium","D30C9C;930C9C;1130C9C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","521",,"FUN_00A560D0","new-candidate",,"medium","A560D0;6560D0;E560D0","FhMethodHandle;FUN_00a560d0;FUN_00A560D0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","290",,"0x647C60","new-candidate",,"medium","647C60;247C60;A47C60","__addr_FUN_00a47c60"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2972",,"0x3AB95","new-candidate",,"medium","3AB95;43AB95",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","167",,"0xF26B10","new-candidate",,"medium","F26B10;B26B10;1326B10",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2033",,"FUN_00A4F930","new-candidate",,"medium","A4F930;64F930;E4F930","FhUtil;FUN_00a4f930;FUN_00A4F930"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3362",,"0x00D30F2C","new-candidate",,"medium","D30F2C;930F2C;1130F2C",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","187",,"0xD3280C","new-candidate",,"medium","D3280C;93280C;113280C",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","865",,"0x00D32080","new-candidate",,"medium","D32080;932080;1132080",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","924",,"0x88F970","new-candidate",,"medium","88F970;48F970;C8F970","FhUtil"
"discord-compact",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/22 - fahrenheit-dev (1340460420477222923).json",,,"FUN_00781E00","new-candidate",,"medium","781E00;381E00;B81E00","FUN_00781e00;FUN_00781E00"
